Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
201809369,04-02-18,11:09,1SCL1,Operational,0.59,0.84,0.75,<1,<1
201809370,04-02-18,10:58,1SCH3,Operational,0.58,0.81,0.76,<1,<1
201809371,04-02-18,08:38,10250,Compliance,0.61,0.90,,<1,<1
201809372,04-02-18,10:05,10550,Compliance,0.41,0.77,,<1,<1
201809373,04-02-18,10:23,13550,Compliance,0.58,0.89,,<1,<1
201809374,04-02-18,09:36,13600,Operational,0.73,0.84,,<1,<1
201809375,04-02-18,10:36,17050,Compliance,0.33,0.86,,<1,<1
201809376,04-02-18,09:05,18450,Compliance,0.84,0.87,,<1,<1
201809378,04-02-18,11:19,20900,Operational,0.55,0.85,,<1,<1
201809379,04-02-18,10:07,21050,Compliance,0.50,0.84,,<1,<1
201809380,04-02-18,12:06,21350,Compliance,0.56,0.85,,<1,<1
201809381,04-02-18,10:28,21950,Compliance,0.53,0.79,,<1,<1
201809382,04-02-18,09:04,24650,Compliance,0.38,0.81,,<1,<1
201809383,04-02-18,11:24,24700,Operational,0.56,0.88,,<1,<1
201809384,04-02-18,09:43,24950,Compliance,0.48,0.83,,<1,<1
201809385,04-02-18,11:56,25950,Compliance,0.50,0.89,,<1,<1
201809386,04-02-18,10:13,26950,Compliance,0.57,1.02,,<1,<1
201809387,04-02-18,10:40,27000,Operational,0.77,0.80,,<1,<1
201809388,04-02-18,08:36,30350,Compliance,0.37,0.80,,<1,<1
201809389,04-02-18,09:26,34050,Compliance,0.48,0.78,,<1,<1
201809390,04-02-18,12:17,34150,Compliance,0.49,0.86,,<1,<1
201809391,04-02-18,10:45,35000,Operational,0.49,0.85,,<1,<1
201809392,04-02-18,11:44,35050,Compliance,0.50,0.82,,<1,<1
201809393,04-02-18,09:35,36000,Operational,0.42,0.92,,<1,<1
201809394,04-02-18,11:17,38650,Compliance,0.35,0.82,,<1,<1
201809395,04-02-18,10:09,39400,Operational,0.41,0.85,,<1,<1
201809396,04-02-18,09:52,3SC26,Operational,0.51,0.82,,<1,<1
201809397,04-02-18,08:33,40200,Operational,0.31,0.90,,<1,<1
201809398,04-02-18,09:27,40300,Operational,0.65,0.89,,<1,<1
201809399,04-02-18,08:46,40850,Compliance,0.50,0.78,,<1,<1
201809400,04-02-18,08:16,40950,Compliance,0.65,0.79,,<1,<1
201809401,04-02-18,08:43,42350,Compliance,0.55,0.86,,<1,<1
201809402,04-02-18,09:50,42950,Compliance,0.54,0.75,,<1,<1
201809403,04-02-18,12:33,43950,Compliance,0.37,0.85,,<1,<1
201809404,04-02-18,09:17,50200,Operational,0.69,0.79,,<1,<1
201809405,04-02-18,09:47,50300,Operational,0.70,0.83,,<1,<1
201809406,04-02-18,12:00,51050,Compliance,0.64,0.83,,<1,<1
201809407,04-02-18,11:22,58350,Compliance,0.34,0.87,,<1,<1
201809408,04-02-18,10:55,58400,Operational,0.34,0.79,,<1,<1
201809409,04-02-18,10:14,59350,Compliance,0.56,0.82,,<1,<1
201809410,04-02-18,10:50,77050,Compliance,0.43,0.90,,<1,<1
201809411,04-02-18,11:12,77550,Compliance,0.38,0.88,,<1,<1
201809412,04-02-18,10:25,77650,Compliance,0.58,0.87,,<1,<1
201812748,05-02-18,09:33,1S07,Operational,0.80,1.03,,<1,<1
201812749,05-02-18,12:08,1S03,Operational,0.90,0.79,0.72,<1,<1
201812750,05-02-18,11:45,1S03A,Operational,0.94,0.86,0.72,<1,<1
201812751,05-02-18,11:15,1S03B,Operational,0.92,0.81,0.72,<1,<1
201812752,05-02-18,11:37,1SCL1,Operational,0.86,0.83,0.72,<1,<1
201812753,05-02-18,11:28,1SCH3,Operational,0.80,0.89,0.72,<1,<1
201812754,05-02-18,09:09,10250,Compliance,0.84,0.76,,<1,<1
201812755,05-02-18,09:18,11350,Compliance,0.68,0.88,,<1,<1
201812756,05-02-18,08:35,14350,Compliance,0.66,0.81,,<1,<1
201812757,05-02-18,10:17,15450,Compliance,0.70,0.85,,<1,<1
201812758,05-02-18,09:49,17450,Compliance,0.80,0.79,,<1,<1
201812759,05-02-18,11:19,20900,Operational,0.72,0.78,,<1,<1
201812760,05-02-18,10:49,20950,Compliance,0.67,0.78,,<1,<1
201812761,05-02-18,09:44,22650,Compliance,0.71,0.82,,<1,<1
201812762,05-02-18,10:35,23000,Operational,0.70,0.88,,<1,<1
201812763,05-02-18,09:05,23900,Operational,0.68,0.88,,<1,<1
201812764,05-02-18,12:02,24450,Compliance,0.51,0.82,,<1,<1
201812765,05-02-18,11:32,24550,Compliance,0.54,1.27,,<1,<1
201812766,05-02-18,08:57,26700,Operational,0.60,0.83,,<1,<1
201812767,05-02-18,11:53,27000,Operational,0.68,1.16,,<1,<1
201812768,05-02-18,11:03,27450,Compliance,0.63,0.80,,<1,<1
201812769,05-02-18,09:51,27650,Compliance,0.63,0.87,,<1,<1
201812770,05-02-18,09:01,32350,Compliance,0.43,0.84,,<1,<1
201812771,05-02-18,10:47,33100,Operational,0.64,0.81,,<1,<1
201812772,05-02-18,10:35,35550,Compliance,0.50,0.86,,<1,<1
201812773,05-02-18,10:14,36100,Operational,0.55,0.81,,<1,<1
201812774,05-02-18,09:32,37950,Compliance,0.46,3.36,,<1,<1
201812775,05-02-18,11:27,38150,Compliance,0.57,0.74,,<1,<1
201812776,05-02-18,11:56,39550,Compliance,0.75,0.88,,<1,<1
201812777,05-02-18,10:00,3SC26,Operational,0.73,0.79,,<1,<1
201812778,05-02-18,08:27,40200,Operational,0.74,0.74,,<1,<1
201812779,05-02-18,12:39,40600,Operational,0.83,1.01,,<1,<1
201812780,05-02-18,08:09,41050,Compliance,0.44,0.96,,<1,<1
201812781,05-02-18,08:50,41650,Compliance,0.78,0.89,,<1,<1
201812782,05-02-18,12:11,42150,Compliance,0.56,0.74,,<1,<1
201812783,05-02-18,10:12,42700,Operational,0.55,0.89,,<1,<1
201812784,05-02-18,11:31,43150,Compliance,0.57,0.88,,<1,<1
201812785,05-02-18,13:03,46350,Compliance,0.64,0.72,,<1,<1
201812786,05-02-18,11:16,50200,Operational,0.60,0.78,,<1,<1
201812787,05-02-18,10:55,50300,Operational,0.77,0.82,,<1,<1
201812788,05-02-18,11:34,50600,Operational,0.67,0.74,,<1,<1
201812789,05-02-18,10:18,50750,Compliance,0.23,0.61,,<1,<1
201812790,05-02-18,09:48,50850,Compliance,0.60,0.77,,<1,<1
201812791,05-02-18,09:16,52150,Compliance,0.84,0.75,,<1,<1
201812792,05-02-18,09:24,76450,Compliance,0.61,0.90,,<1,<1
201812793,05-02-18,10:12,78550,Compliance,0.34,0.75,,<1,<1
201816216,06-02-18,11:02,1S07,Operational,0.65,0.76,,<1,<1
201816217,06-02-18,10:03,1S03,Operational,0.77,0.64,0.72,<1,<1
201816218,06-02-18,09:03,1S03A,Operational,0.97,0.81,0.74,<1,<1
201816219,06-02-18,09:34,1S03B,Operational,0.84,0.67,0.73,<1,<1
201816220,06-02-18,10:35,1SCL1,Operational,0.88,0.17,0.8,<1,<1
201816221,06-02-18,10:24,1SCH3,Operational,0.63,0.73,0.74,<1,<1
201816222,06-02-18,10:33,11050,Compliance,0.47,0.75,,<1,<1
201816223,06-02-18,08:41,12250,Compliance,0.73,0.71,,<1,<1
201816224,06-02-18,07:43,14450,Compliance,0.60,0.69,,<1,<1
201816225,06-02-18,07:17,14850,Compliance,0.50,0.61,,<1,<1
201816226,06-02-18,08:13,16950,Compliance,0.76,0.73,,<1,<1
201816227,06-02-18,10:05,20900,Operational,0.67,0.75,,<1,<1
201816228,06-02-18,09:31,21250,Compliance,0.39,0.73,,<1,<1
201816229,06-02-18,08:59,21650,Compliance,0.60,0.78,,<1,<1
201816230,06-02-18,07:42,23150,Compliance,0.47,0.73,,<1,<1
201816231,06-02-18,08:23,23250,Compliance,0.57,0.72,,<1,<1
201816232,06-02-18,07:27,23750,Compliance,0.66,0.73,,<1,<1
201816233,06-02-18,07:52,24050,Compliance,0.41,0.61,,<1,<1
201816234,06-02-18,08:24,26850,Compliance,0.52,0.67,,<1,<1
201816235,06-02-18,10:37,27000,Operational,0.70,0.84,,<1,<1
201816236,06-02-18,08:51,30850,Compliance,0.69,0.12,,<1,<1
201816237,06-02-18,07:22,32850,Compliance,0.44,0.58,,<1,<1
201816238,06-02-18,08:19,33250,Compliance,0.45,0.66,,<1,<1
201816239,06-02-18,09:29,34950,Compliance,0.46,0.65,,<1,<1
201816240,06-02-18,07:44,35650,Compliance,0.52,0.62,,<1,<1
201816241,06-02-18,10:00,3SC26,Operational,0.62,0.12,,<1,<1
201816242,06-02-18,09:56,40200,Operational,0.87,0.74,,<1,<1
201816243,06-02-18,11:32,41250,Compliance,0.72,0.86,,<1,<1
201816244,06-02-18,10:30,41750,Compliance,0.51,0.69,,<1,<1
201816245,06-02-18,08:51,42850,Compliance,0.66,0.67,,<1,<1
201816246,06-02-18,09:20,44550,Compliance,0.26,0.76,,<1,<1
201816247,06-02-18,07:21,47750,Compliance,0.61,0.65,,<1,<1
201816248,06-02-18,10:24,50300,Operational,0.76,0.82,,<1,<1
201816249,06-02-18,09:18,51250,Compliance,0.35,0.58,,<1,<1
201816250,06-02-18,09:56,51950,Compliance,0.66,0.64,,<1,<1
201816251,06-02-18,08:21,76950,Compliance,0.32,0.66,,<1,<1
201816252,06-02-18,07:52,77150,Compliance,0.23,0.77,,<1,<1
201819762,07-02-18,11:50,1S07,Operational,0.74,0.72,,<1,<1
201819763,07-02-18,11:03,1S03,Operational,0.73,0.72,0.72,<1,<1
201819764,07-02-18,09:16,1S03A,Operational,0.95,0.88,0.72,<1,<1
201819765,07-02-18,09:49,1S03B,Operational,0.81,0.86,0.72,<1,<1
201819766,07-02-18,10:37,1SCL1,Operational,0.97,0.18,0.83,<1,<1
201819767,07-02-18,10:26,1SCH3,Operational,0.73,0.84,0.73,<1,<1
201819768,07-02-18,08:31,11750,Compliance,0.34,0.34,,<1,<1
201819769,07-02-18,10:20,12000,Operational,0.95,0.17,,<1,<1
201819770,07-02-18,10:34,14100,Operational,0.58,0.84,,<1,<1
201819771,07-02-18,09:45,15250,Compliance,0.71,0.90,,<1,<1
201819772,07-02-18,09:03,16150,Compliance,0.63,0.75,,<1,<1
201819773,07-02-18,11:51,17950,Compliance,0.71,0.82,,<1,<1
201819777,07-02-18,11:37,20150,Compliance,0.56,0.80,,<1,<1
201819778,07-02-18,08:38,20300,Operational,0.54,0.74,,<1,<1
201819779,07-02-18,11:04,20650,Compliance,0.56,0.76,,<1,<1
201819780,07-02-18,11:14,20900,Operational,0.69,0.81,,<1,<1
201819781,07-02-18,12:36,21000,Operational,0.64,0.73,,<1,<1
201819782,07-02-18,09:34,22750,Compliance,0.45,0.79,,<1,<1
201819783,07-02-18,10:34,24750,Compliance,0.69,0.86,,<1,<1
201819784,07-02-18,10:29,27000,Operational,0.80,0.90,,<1,<1
201819785,07-02-18,13:05,27350,Compliance,0.38,0.77,,<1,<1
201819786,07-02-18,12:08,28050,Compliance,0.54,0.78,,<1,<1
201819787,07-02-18,09:06,29300,Operational,0.64,0.86,,<1,<1
201819788,07-02-18,08:29,30550,Compliance,0.31,0.77,,<1,<1
201819789,07-02-18,09:07,31450,Compliance,0.42,0.83,,<1,<1
201819790,07-02-18,09:52,31550,Compliance,0.04,0.25,,<1,<1
201819791,07-02-18,10:23,31750,Compliance,0.25,0.62,,<1,<1
201819792,07-02-18,11:43,33050,Compliance,0.47,0.91,,<1,<1
201819793,07-02-18,11:10,34300,Operational,0.45,0.93,,<1,<1
201819794,07-02-18,09:04,36950,Compliance,0.31,0.68,,<1,<1
201819795,07-02-18,12:09,39950,Compliance,0.46,0.89,,<1,<1
201819796,07-02-18,12:15,3SC26,Operational,0.76,0.33,,<1,<1
201819797,07-02-18,12:58,40200,Operational,0.90,0.85,,<1,<1
201819798,07-02-18,13:13,40250,Compliance,0.72,0.81,,<1,<1
201819799,07-02-18,09:39,40350,Compliance,0.27,0.71,,<1,<1
201819800,07-02-18,12:41,42100,Operational,0.62,0.86,,<1,<1
201819801,07-02-18,09:28,46100,Operational,0.41,0.71,,<1,<1
201819802,07-02-18,08:45,46250,Compliance,0.42,1.18,,<1,<1
201819803,07-02-18,07:41,47150,Compliance,0.15,0.94,,<1,<1
201819804,07-02-18,08:21,47650,Compliance,0.71,0.93,,<1,<1
201819805,07-02-18,11:27,50200,Operational,0.51,0.92,,<1,<1
201819806,07-02-18,11:02,50300,Operational,0.77,0.87,,<1,<1
201819807,07-02-18,10:38,53550,Compliance,0.53,0.83,,<1,<1
201819808,07-02-18,09:51,58250,Compliance,0.28,0.92,,<1,<1
201819809,07-02-18,09:24,58600,Operational,0.51,1.02,,<1,<1
201819810,07-02-18,11:48,59050,Compliance,0.71,0.87,,<1,<1
201819811,07-02-18,10:12,77750,Compliance,0.08,0.80,,<1,<1
201819812,07-02-18,11:28,79550,Compliance,0.54,0.76,,<1,<1
201823179,08-02-18,10:56,1S03A,Operational,0.93,0.56,0.74,<1,<1
201823180,08-02-18,10:24,1S03B,Operational,0.61,0.75,0.74,<1,<1
201823181,08-02-18,11:14,1SCL1,Operational,0.86,0.10,0.77,<1,<1
201823182,08-02-18,11:05,1SCH3,Operational,0.59,0.58,0.74,<1,<1
201823183,08-02-18,09:35,10850,Compliance,0.32,0.53,,<1,<1
201823184,08-02-18,11:29,13050,Compliance,0.74,0.50,,<1,<1
201823185,08-02-18,08:50,13350,Compliance,0.61,0.54,,<1,<1
201823186,08-02-18,08:15,17750,Compliance,0.78,0.50,,<1,<1
201823187,08-02-18,11:53,18000,Operational,0.65,0.20,,<1,<1
201823188,08-02-18,10:55,20050,Compliance,0.43,0.58,,<1,<1
201823189,08-02-18,09:32,20900,Operational,0.69,0.52,,<1,<1
201823190,08-02-18,08:49,21150,Compliance,0.57,0.55,,<1,<1
201823191,08-02-18,08:20,21450,Compliance,0.52,0.57,,<1,<1
201823192,08-02-18,10:26,23550,Compliance,0.33,0.52,,<1,<1
201823193,08-02-18,09:50,24300,Operational,0.74,0.66,,<1,<1
201823194,08-02-18,08:51,27000,Operational,0.72,0.66,,<1,<1
201823196,08-02-18,09:03,29500,Operational,0.77,0.59,,<1,<1
201823197,08-02-18,11:35,29850,Compliance,0.58,0.53,,<1,<1
201823198,08-02-18,10:07,30050,Compliance,0.35,0.53,,<1,<1
201823199,08-02-18,09:20,32150,Compliance,0.57,0.58,,<1,<1
201823200,08-02-18,10:39,32950,Compliance,0.36,0.37,,<1,<1
201823201,08-02-18,12:20,33700,Operational,0.57,0.10,,<1,<1
201823202,08-02-18,09:43,34650,Compliance,0.28,0.47,,<1,<1
201823203,08-02-18,11:36,35200,Operational,0.54,0.56,,<1,<1
201823204,08-02-18,10:13,35350,Compliance,0.36,<0.10,,<1,<1
201823205,08-02-18,08:57,38300,Operational,0.57,0.55,,<1,<1
201823206,08-02-18,08:32,3SC26,Operational,0.67,0.13,,<1,<1
201823207,08-02-18,10:40,40150,Compliance,0.22,0.50,,<1,<1
201823208,08-02-18,11:09,40200,Operational,0.94,0.61,,<1,<1
201823209,08-02-18,09:32,42300,Operational,0.82,0.59,,<1,<1
201823210,08-02-18,11:36,43650,Compliance,0.57,0.54,,<1,<1
201823211,08-02-18,10:15,44350,Compliance,0.23,0.50,,<1,<1
201823214,08-02-18,08:16,45050,Compliance,0.64,0.60,,<1,<1
201823215,08-02-18,09:55,45650,Compliance,0.35,0.51,,<1,<1
201823216,08-02-18,09:16,50200,Operational,0.62,0.54,,<1,<1
201823217,08-02-18,10:34,50300,Operational,0.68,0.52,,<1,<1
201823218,08-02-18,10:15,51350,Compliance,0.78,0.43,,<1,<1
201823219,08-02-18,10:00,52000,Operational,0.77,0.53,,<1,<1
201823220,08-02-18,11:09,52450,Compliance,0.73,0.49,,<1,<1
201823221,08-02-18,11:45,58150,Compliance,0.77,0.48,,<1,<1
201823222,08-02-18,08:38,76300,Operational,0.25,0.48,,<1,<1
201823223,08-02-18,10:34,76750,Compliance,0.30,0.59,,<1,<1
201823224,08-02-18,09:14,79050,Compliance,0.48,0.58,,<1,<1
201823257,08-02-18,10:46,1S03,Operational,0.67,0.54,0.74,<1,<1
201823259,08-02-18,07:59,1S07,Operational,0.67,0.56,,<1,<1
201823261,08-02-18,11:11,44950,Compliance,0.67,0.51,,<1,<1
201823299,08-02-18,08:20,29350,Compliance,0.23,0.61,,<1,<1
201826539,09-02-18,10:52,1S07,Operational,0.58,0.76,,<1,<1
201826540,09-02-18,08:24,30150,Compliance,0.32,0.68,,<1,<1
201826541,09-02-18,08:03,31050,Compliance,0.37,0.62,,<1,<1
201826542,09-02-18,09:48,31650,Compliance,0.28,0.64,,<1,<1
201826543,09-02-18,08:57,31950,Compliance,0.46,0.77,,<1,<1
201826544,09-02-18,09:36,33550,Compliance,0.25,0.64,,<1,<1
201826545,09-02-18,10:15,37450,Compliance,0.23,0.72,,<1,<1
201826546,09-02-18,10:37,3SC26,Operational,0.75,0.71,,<1,<1
201826553,09-02-18,10:51,20750,Compliance,0.37,0.76,,<1,<1
201826554,09-02-18,09:53,20900,Operational,0.55,0.73,,<1,<1
201826555,09-02-18,10:19,22950,Compliance,0.34,0.73,,<1,<1
201826556,09-02-18,09:15,27000,Operational,0.60,0.71,,<1,<1
201826557,09-02-18,08:57,27750,Compliance,0.39,0.72,,<1,<1
201826558,09-02-18,08:04,40200,Operational,0.78,0.70,,<1,<1
201826559,09-02-18,07:39,40750,Compliance,0.70,0.67,,<1,<1
201826560,09-02-18,07:51,24150,Compliance,0.51,0.59,,<1,<1
201826561,09-02-18,11:26,44450,Compliance,0.34,0.63,,<1,<1
201826562,09-02-18,09:40,46150,Compliance,0.52,0.67,,<1,<1
201826563,09-02-18,08:46,47550,Compliance,0.15,0.53,,<1,<1
201826564,09-02-18,11:51,47850,Compliance,0.45,0.60,,<1,<1
201826565,09-02-18,11:01,76150,Compliance,0.43,0.59,,<1,<1
201826566,09-02-18,10:25,78150,Compliance,0.59,0.73,,<1,<1
201826567,09-02-18,08:53,21750,Compliance,0.23,0.57,,<1,<1
201826568,09-02-18,09:21,22250,Compliance,0.65,0.66,,<1,<1
201826569,09-02-18,12:37,26850,Compliance,0.48,0.71,,<1,<1
201826570,09-02-18,10:13,50300,Operational,0.79,0.74,,<1,<1
201826571,09-02-18,11:44,51450,Compliance,0.78,0.86,,<1,<1
201826572,09-02-18,10:51,57750,Compliance,0.22,0.76,,<1,<1
201826577,09-02-18,11:34,10750,Compliance,0.95,0.77,,<1,<1
201826578,09-02-18,07:51,11250,Compliance,0.98,0.71,,<1,<1
201826579,09-02-18,09:51,17350,Compliance,0.30,0.55,,<1,<1
201826580,09-02-18,07:17,17650,Compliance,0.63,0.67,,<1,<1
201826581,09-02-18,08:25,1S03,Operational,0.77,0.73,0.73,<1,<1
201826582,09-02-18,10:59,1S03A,Operational,0.95,0.75,0.73,<1,<1
201826583,09-02-18,10:28,1S03B,Operational,0.66,0.74,0.73,<1,<1
201826584,09-02-18,08:44,1SCH3,Operational,0.72,0.71,0.73,<1,<1
201826585,09-02-18,08:54,1SCL1,Operational,0.95,0.81,0.72,<1,<1
201829718,10-02-18,09:07,32350,Compliance,0.26,0.26,,<1,<1
201829720,10-02-18,10:56,36100,Operational,0.54,0.54,,<1,<1
201829721,10-02-18,09:35,37950,Compliance,0.15,0.56,,<1,<1
201829722,10-02-18,11:31,38150,Compliance,0.36,0.49,,<1,<1
201829723,10-02-18,12:13,39550,Compliance,0.27,0.51,,<1,<1
201829724,10-02-18,08:13,41050,Compliance,0.65,0.64,,<1,<1
201829725,10-02-18,08:41,41650,Compliance,0.86,0.70,,<1,<1
201829726,10-02-18,09:16,42150,Compliance,0.73,0.60,,<1,<1
201829727,10-02-18,11:59,42700,Operational,0.82,0.63,,<1,<1
201829728,10-02-18,10:11,43150,Compliance,0.75,0.61,,<1,<1
201829729,10-02-18,10:49,76450,Compliance,0.82,0.74,,<1,<1
201829730,10-02-18,11:26,78550,Compliance,0.21,0.53,,<1,<1
201829731,10-02-18,09:36,11350,Compliance,0.84,0.26,,<1,<1
201829732,10-02-18,10:07,13700,Operational,0.87,0.12,,<1,<1
201829733,10-02-18,11:14,15450,Compliance,0.61,0.67,,<1,<1
201829734,10-02-18,10:33,17450,Compliance,1.02,0.64,,<1,<1
201829735,10-02-18,12:24,1S03A,Operational,1.06,0.86,0.73,<1,<1
201829736,10-02-18,11:53,1S03B,Operational,0.82,0.96,0.73,<1,<1
201829737,10-02-18,08:40,40200,Operational,0.96,0.77,,<1,<1
201829738,10-02-18,10:19,20900,Operational,0.47,0.65,,<1,<1
201829739,10-02-18,09:53,20950,Compliance,0.39,0.52,,<1,<1
201829741,10-02-18,11:03,27000,Operational,0.79,0.73,,<1,<1
201829742,10-02-18,11:39,27650,Compliance,0.64,0.62,,<1,<1
201829743,10-02-18,08:45,40600,Operational,0.93,0.76,,<1,<1
201829744,10-02-18,08:16,46350,Compliance,0.72,0.61,,<1,<1
201829757,10-02-18,11:18,50200,Operational,0.86,0.63,,<1,<1
201829758,10-02-18,10:45,50300,Operational,0.83,0.61,,<1,<1
201829759,10-02-18,11:41,50600,Operational,0.71,0.51,,<1,<1
201829760,10-02-18,10:07,50750,Compliance,0.05,0.46,,<1,<1
201829761,10-02-18,09:17,50850,Compliance,0.46,0.53,,<1,<1
201829762,10-02-18,08:40,52150,Compliance,0.72,0.51,,<1,<1
201829767,10-02-18,09:45,22650,Compliance,0.22,0.46,,<1,<1
201829768,10-02-18,10:38,23000,Operational,0.25,0.60,,<1,<1
201829769,10-02-18,11:35,24450,Compliance,0.54,0.58,,<1,<1
201829770,10-02-18,11:16,24550,Compliance,0.42,0.66,,<1,<1
201829771,10-02-18,08:44,26700,Operational,0.55,0.61,,<1,<1
201829772,10-02-18,10:14,27450,Compliance,0.50,0.55,,<1,<1
201829773,10-02-18,12:35,10250,Compliance,0.68,0.67,,<1,<1
201829774,10-02-18,09:14,14350,Compliance,0.80,0.69,,<1,<1
201829775,10-02-18,10:26,1S03,Operational,0.72,0.63,0.73,<1,<1
201829776,10-02-18,11:47,1S07,Operational,0.67,0.70,,<1,<1
201829777,10-02-18,09:57,1SCH3,Operational,0.39,<0.10,0.72,<1,<1
201829778,10-02-18,10:12,1SCL1,Operational,0.81,0.11,0.73,<1,<1
201829779,10-02-18,11:10,33100,Operational,0.74,0.11,,<1,<1
201829780,10-02-18,11:29,3SC26,Operational,0.86,0.11,,<1,<1
201833210,11-02-18,12:08,13150,Compliance,0.63,0.61,,<1,<1
201833211,11-02-18,11:39,15300,Operational,0.82,0.15,,<1,<1
201833212,11-02-18,11:06,16450,Compliance,0.76,0.70,,<1,<1
201833213,11-02-18,12:47,16650,Compliance,0.90,0.64,,<1,<1
201833214,11-02-18,08:56,18750,Compliance,0.79,0.73,,<1,<1
201833215,11-02-18,10:28,1S03A,Operational,0.85,0.72,0.73,<1,<1
201833216,11-02-18,09:41,1S03B,Operational,0.81,0.63,0.74,<1,<1
201833225,11-02-18,10:48,22550,Compliance,0.51,0.61,,<1,<1
201833226,11-02-18,09:38,25100,Operational,0.41,0.65,,<1,<1
201833227,11-02-18,10:10,25350,Compliance,0.40,0.57,,<1,<1
201833228,11-02-18,09:08,25550,Compliance,0.44,0.56,,<1,<1
201833229,11-02-18,08:26,26550,Compliance,0.32,0.60,,<1,<1
201833230,11-02-18,11:20,28950,Compliance,0.23,0.59,,<1,<1
201833231,11-02-18,10:14,11900,Operational,0.60,0.73,,<1,<1
201833233,11-02-18,09:27,1S03,Operational,0.81,0.67,0.74,<1,<1
201833234,11-02-18,10:57,1S07,Operational,0.69,0.74,,<1,<1
201833235,11-02-18,08:55,1SCH3,Operational,0.62,0.72,0.73,<1,<1
201833236,11-02-18,09:04,1SCL1,Operational,1.04,0.38,0.76,<1,<1
201833237,11-02-18,12:26,30750,Compliance,0.57,0.17,,<1,<1
201833238,11-02-18,12:01,32200,Operational,0.50,0.66,,<1,<1
201833239,11-02-18,11:27,3SC26,Operational,0.94,0.16,,<1,<1
201833240,11-02-18,09:11,20900,Operational,0.72,0.70,,<1,<1
201833241,11-02-18,10:29,31350,Compliance,0.32,0.65,,<1,<1
201833242,11-02-18,11:46,32050,Compliance,0.31,0.73,,<1,<1
201833243,11-02-18,10:44,34350,Compliance,0.73,0.69,,<1,<1
201833244,11-02-18,12:38,35450,Compliance,0.32,0.25,,<1,<1
201833245,11-02-18,11:19,39200,Operational,0.30,0.22,,<1,<1
201833246,11-02-18,10:13,50050,Compliance,0.20,0.53,,<1,<1
201833247,11-02-18,10:39,50200,Operational,0.58,0.54,,<1,<1
201833248,11-02-18,11:05,50300,Operational,0.77,0.60,,<1,<1
201833249,11-02-18,09:16,52350,Compliance,0.43,0.58,,<1,<1
201833250,11-02-18,08:35,56300,Operational,0.73,0.58,,<1,<1
201833251,11-02-18,09:45,58850,Compliance,0.78,0.66,,<1,<1
201833252,11-02-18,08:48,24850,Compliance,0.39,0.60,,<1,<1
201833253,11-02-18,11:53,41600,Operational,0.73,0.68,,<1,<1
201833254,11-02-18,08:15,45850,Compliance,0.58,0.61,,<1,<1
201833255,11-02-18,11:13,49200,Operational,0.70,0.63,,<1,<1
201833256,11-02-18,10:39,77550,Compliance,0.38,0.53,,<1,<1
201833257,11-02-18,10:03,77850,Compliance,0.31,0.62,,<1,<1
201833258,11-02-18,09:32,78650,Compliance,0.22,0.55,,<1,<1
201833261,11-02-18,08:27,27000,Operational,0.77,0.66,,<1,<1
201833262,11-02-18,09:21,40200,Operational,0.80,0.68,,<1,<1
201833263,11-02-18,11:58,41950,Compliance,0.54,0.61,,<1,<1
201833265,11-02-18,09:49,44150,Compliance,0.74,0.61,,<1,<1
201833266,11-02-18,11:30,46450,Compliance,0.68,0.68,,<1,<1
201836123,12-02-18,10:56,20350,Compliance,0.34,0.68,,<1,<1
201836124,12-02-18,10:31,20900,Operational,0.67,0.75,,<1,<1
201836125,12-02-18,11:50,25450,Compliance,0.62,0.86,,<1,<1
201836126,12-02-18,09:54,27000,Operational,0.75,0.95,,<1,<1
201836127,12-02-18,09:05,40200,Operational,0.80,0.89,,<1,<1
201836128,12-02-18,07:43,40450,Compliance,0.49,0.67,,<1,<1
201836129,12-02-18,08:12,40550,Compliance,0.75,0.78,,<1,<1
201836130,12-02-18,08:03,11150,Compliance,0.73,0.55,,<1,<1
201836131,12-02-18,11:45,11450,Compliance,0.88,0.95,,<1,<1
201836132,12-02-18,09:58,12550,Compliance,1.03,0.90,,<1,<1
201836133,12-02-18,09:14,1S03,Operational,0.72,0.76,0.7,<1,<1
201836134,12-02-18,11:16,1S03A,Operational,0.90,0.83,0.7,<1,<1
201836135,12-02-18,09:58,1S03B,Operational,0.79,0.77,0.7,<1,<1
201836136,12-02-18,08:35,1SCH3,Operational,0.89,0.12,0.7,<1,<1
201836137,12-02-18,08:44,1SCL1,Operational,1.14,0.19,0.7,<1,<1
201836138,12-02-18,07:44,22350,Compliance,0.42,1.00,,<1,<1
201836139,12-02-18,11:32,28450,Compliance,0.23,1.02,,<1,<1
201836140,12-02-18,11:06,28550,Compliance,0.28,1.04,,<1,<1
201836141,12-02-18,10:26,50300,Operational,0.51,0.88,,<1,<1
201836143,12-02-18,09:52,52550,Compliance,0.39,0.75,,<1,<1
201836144,12-02-18,11:43,14950,Compliance,0.78,0.22,,<1,<1
201836145,12-02-18,11:12,1S07,Operational,0.74,0.90,,<1,<1
201836146,12-02-18,08:00,30450,Compliance,0.18,0.64,,<1,<1
201836147,12-02-18,07:26,31850,Compliance,0.41,0.47,,<1,<1
